Dataset,Strategy,Budget,Hamming Loss,Exact Match,F1-score,Execution Time (s),Memory Usage (MB),Queried Instances,Queries per Second,Query Rate,Number of Drifts,Drift Points
emotions,,0.3,0.2451923076923076,0.1514423076923076,0.625627324064824,10.907146215438845,0.0,116.0,10.635229207416728,0.2788461538461538,[],0
emotions,,0.3,0.2451923076923076,0.1586538461538461,0.6399805056055056,10.284842491149902,0.0,116.0,11.278733738491171,0.2788461538461538,[],0
emotions,,0.3,0.2447916666666666,0.1706730769230769,0.6325741966366967,11.70450735092163,0.0,116.0,9.910711875529383,0.2788461538461538,[],0
emotions,PoolRandom,0.3,0.2385416666666666,0.1778846153846153,0.6530315517815517,9.813111400604248,0.00078125,116.0,11.83187546636525,0.2788461538461538,0.0,[]
emotions,PoolUncertainty,0.3,0.2467948717948717,0.1634615384615384,0.6384122821622822,10.989996194839478,0.0,116.0,10.555053700061295,0.2788461538461538,[],0
emotions,PoolQBC,0.3,0.2319711538461538,0.2115384615384615,0.6632401452713952,37.473613023757935,0.0,116.0,3.095511498356378,0.2788461538461538,[],0
flags,,0.3,0.3161764705882352,0.0808823529411764,0.6607731729055258,1.664957046508789,0.0,40.0,24.024643809205227,0.2941176470588235,[],0
flags,,0.3,0.3182773109243696,0.0808823529411764,0.6586898395721925,1.536501169204712,0.0,40.0,26.033172510180304,0.2941176470588235,[],0
flags,,0.3,0.3109243697478991,0.125,0.6639854426619133,1.3930423259735107,0.0,40.0,28.71413111733449,0.2941176470588235,[],0
flags,,0.3,0.3130252100840336,0.1102941176470588,0.6643602516764282,1.668168544769287,0.0,40.0,23.97839242648717,0.2941176470588235,[],0
flags,PoolRandom,0.3,0.3142857142857143,0.1029411764705882,0.66173525412496,1.2852494239807128,0.0015625,40.0,31.69487250848432,0.2941176470588235,0.0,[]
flags,PoolUncertainty,0.3,0.324579831932773,0.0808823529411764,0.6518981835158305,1.2975831031799316,0.0,40.0,30.826541977907777,0.2941176470588235,[],0
flags,PoolQBC,0.3,0.3088235294117646,0.1029411764705882,0.6676154931669638,4.736030340194702,0.0,40.0,8.445891839104132,0.2941176470588235,[],0
